DTR,PT_TENEMENT_NUMBER,PROPERTY_TYPE,USAGE_CODE,BUILDING_TYPE,COUNT_OF_FLOOR,CONST_YR,AREA,ADDRESS,Meter No.,Account No. ,Latitude,Longittude
Ganesh Vatika,02345774530001A,RESIDENTIAL,4,FLAT,1,2018,31.5,"A/503 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345774550001L,RESIDENTIAL,4,FLAT,1,2018,31.5,"A/504 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,023457745700019,RESIDENTIAL,4,FLAT,1,2018,31.5,"A/505 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345774590001K,RESIDENTIAL,4,FLAT,1,2018,31.5,"A/506 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345774610001F,RESIDENTIAL,4,FLAT,1,2018,31.5,"A/601 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345774630001Q,RESIDENTIAL,4,FLAT,1,2018,31.5,"A/602 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345774650001E,RESIDENTIAL,4,FLAT,1,2018,31.5,"A/603 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345774670001P,RESIDENTIAL,4,FLAT,1,2018,31.5,"A/604 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345774690001D,RESIDENTIAL,4,FLAT,1,2018,31.5,"A/605 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345774710001V,RESIDENTIAL,4,FLAT,1,2018,31.5,"A/606 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345774730001J,RESIDENTIAL,4,FLAT,1,2018,31.5,"A/701 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345774750001U,RESIDENTIAL,4,FLAT,1,2018,31.5,"A/702 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345774770001I,RESIDENTIAL,4,FLAT,1,2018,31.5,"A/703 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345774790001T,RESIDENTIAL,4,FLAT,1,2018,31.5,"A/704 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345774810001O,RESIDENTIAL,4,FLAT,1,2018,31.5,"A/705 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345774830001C,RESIDENTIAL,4,FLAT,1,2018,31.5,"A/706 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345774850001N,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/101 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345774870001B,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/102 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345774890001M,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/103 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345774910001H,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/104 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345774930001S,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/105 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345774950001G,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/106 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345774970001R,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/201 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345774990001F,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/202 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775010001Q,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/203 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775030001E,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/204 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775050001P,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/205 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775070001D,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/206 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775090001O,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/301 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775110001J,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/302 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775130001U,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/303 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775150001I,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/304 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775170001T,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/305 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775190001H,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/306 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775210001C,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/401 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775230001N,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/402 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775250001B,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/403 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775270001M,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/404 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775290001A,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/405 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775310001S,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/406 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775330001G,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/501 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775350001R,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/502 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775370001F,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/503 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775390001Q,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/504 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775410001L,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/505 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,023457754300019,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/506 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775450001K,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/601 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775470001V,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/601 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775490001J,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/602 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775510001E,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/604 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775530001P,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/605 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775550001D,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/606 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775570001O,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/701 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775590001C,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/702 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775610001U,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/703 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775630001I,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/704 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775650001T,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/705 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775670001H,RESIDENTIAL,4,FLAT,1,2018,31.5,"B/706 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775690001S,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/101 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775710001N,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/102 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775730001B,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/103 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775750001M,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/104 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775770001A,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/105 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775790001L,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/106 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775810001G,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/201 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775830001R,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/202 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775850001F,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/203 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775870001Q,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/204 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775890001E,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/205 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,023457759100019,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/206 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775930001K,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/301 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775950001V,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/302 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775970001J,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/303 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345775990001U,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/304 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345776010001I,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/305 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345776030001T,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/306 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345776050001H,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/401 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345776070001S,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/402 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345776090001G,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/403 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345776110001B,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/404 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345776130001M,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/405 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345776150001A,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/406 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345776170001L,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/501 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,023457761900019,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/502 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345776210001R,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/503 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345776230001F,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/504 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345776250001Q,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/505 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345776270001E,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/506 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345776290001P,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/601 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345776310001K,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/602 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345776330001V,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/603 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345776350001J,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/604 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345776370001U,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/605 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345776390001I,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/606 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
Ganesh Vatika,02345776410001D,RESIDENTIAL,4,FLAT,1,2018,31.5,"C/701 GANESH VATIKA RESIDENCY OPP.VITTHAL PLAZA, OPP. NARODA G.E.B.NAVA NARODA AHMEDABAD AHMEDABAD GUJARAT INDIA,382330",,,23.0783002,72.672587
