v1,date_elec,mtr_number,conload,imp,date_md,date,tavg,tmin,tmax,prcp,wdir,wspd,wpgt,pres,_merge
8216,2022-01-23,USS 0017138,288,.0099999998,2022-01-23,23-01-2022,16.799999,11.8,22,,327,6.9000001,,1011.2,Matched (3)
8217,2022-01-23,USS 0020686,96,.23,2022-01-23,23-01-2022,16.799999,11.8,22,,327,6.9000001,,1011.2,Matched (3)
8218,2022-01-23,USS 0020707,384,9.3900003,2022-01-23,23-01-2022,16.799999,11.8,22,,327,6.9000001,,1011.2,Matched (3)
8219,2022-01-23,UST 0000711,624,9.2200003,2022-01-23,23-01-2022,16.799999,11.8,22,,327,6.9000001,,1011.2,Matched (3)
8220,2022-01-23,UST 0000712,624,11.29,2022-01-23,23-01-2022,16.799999,11.8,22,,327,6.9000001,,1011.2,Matched (3)
8221,2022-01-23,UST 0000713,624,9.4700003,2022-01-23,23-01-2022,16.799999,11.8,22,,327,6.9000001,,1011.2,Matched (3)
8222,2022-01-23,UST 0002019,624,12.01,2022-01-23,23-01-2022,16.799999,11.8,22,,327,6.9000001,,1011.2,Matched (3)
8223,2022-01-23,UST 0002020,624,11.52,2022-01-23,23-01-2022,16.799999,11.8,22,,327,6.9000001,,1011.2,Matched (3)
8224,2022-01-23,UST 0002021,NA,152.33,2022-01-23,23-01-2022,16.799999,11.8,22,,327,6.9000001,,1011.2,Matched (3)
8225,2022-01-24,USS 0004903,192,1.1,2022-01-24,24-01-2022,14.8,8,23,,13,5.3000002,,1013.3,Matched (3)
8226,2022-01-24,USS 0004927,192,1.51,2022-01-24,24-01-2022,14.8,8,23,,13,5.3000002,,1013.3,Matched (3)
8227,2022-01-24,USS 0004949,192,1.37,2022-01-24,24-01-2022,14.8,8,23,,13,5.3000002,,1013.3,Matched (3)
8228,2022-01-24,USS 0004966,192,2.01,2022-01-24,24-01-2022,14.8,8,23,,13,5.3000002,,1013.3,Matched (3)
8229,2022-01-24,USS 0005019,288,.95999998,2022-01-24,24-01-2022,14.8,8,23,,13,5.3000002,,1013.3,Matched (3)
8230,2022-01-24,USS 0008953,288,2.2,2022-01-24,24-01-2022,14.8,8,23,,13,5.3000002,,1013.3,Matched (3)
8231,2022-01-24,USS 0008983,288,4.5300002,2022-01-24,24-01-2022,14.8,8,23,,13,5.3000002,,1013.3,Matched (3)
8232,2022-01-24,USS 0009044,288,3.6400001,2022-01-24,24-01-2022,14.8,8,23,,13,5.3000002,,1013.3,Matched (3)
8233,2022-01-24,USS 0009063,288,3.8599999,2022-01-24,24-01-2022,14.8,8,23,,13,5.3000002,,1013.3,Matched (3)
8234,2022-01-24,USS 0009067,288,1.33,2022-01-24,24-01-2022,14.8,8,23,,13,5.3000002,,1013.3,Matched (3)
8235,2022-01-24,USS 0009070,288,.31,2022-01-24,24-01-2022,14.8,8,23,,13,5.3000002,,1013.3,Matched (3)
8236,2022-01-24,USS 0009072,288,1.98,2022-01-24,24-01-2022,14.8,8,23,,13,5.3000002,,1013.3,Matched (3)
8237,2022-01-24,USS 0009073,288,2.4400001,2022-01-24,24-01-2022,14.8,8,23,,13,5.3000002,,1013.3,Matched (3)
8238,2022-01-24,USS 0009074,288,2.9200001,2022-01-24,24-01-2022,14.8,8,23,,13,5.3000002,,1013.3,Matched (3)
8239,2022-01-24,USS 0009075,288,2.4400001,2022-01-24,24-01-2022,14.8,8,23,,13,5.3000002,,1013.3,Matched (3)
8240,2022-01-24,USS 0009076,288,2.25,2022-01-24,24-01-2022,14.8,8,23,,13,5.3000002,,1013.3,Matched (3)
8241,2022-01-24,USS 0015695,288,3.0999999,2022-01-24,24-01-2022,14.8,8,23,,13,5.3000002,,1013.3,Matched (3)
8242,2022-01-24,USS 0017113,96,.82999998,2022-01-24,24-01-2022,14.8,8,23,,13,5.3000002,,1013.3,Matched (3)
8243,2022-01-24,USS 0017138,288,.07,2022-01-24,24-01-2022,14.8,8,23,,13,5.3000002,,1013.3,Matched (3)
8244,2022-01-24,USS 0020686,96,.27000001,2022-01-24,24-01-2022,14.8,8,23,,13,5.3000002,,1013.3,Matched (3)
8245,2022-01-24,USS 0020707,384,8.9200001,2022-01-24,24-01-2022,14.8,8,23,,13,5.3000002,,1013.3,Matched (3)
8246,2022-01-24,UST 0000711,624,9.2799997,2022-01-24,24-01-2022,14.8,8,23,,13,5.3000002,,1013.3,Matched (3)
8247,2022-01-24,UST 0000712,624,11.08,2022-01-24,24-01-2022,14.8,8,23,,13,5.3000002,,1013.3,Matched (3)
8248,2022-01-24,UST 0000713,624,9.4300003,2022-01-24,24-01-2022,14.8,8,23,,13,5.3000002,,1013.3,Matched (3)
8249,2022-01-24,UST 0002019,624,11.89,2022-01-24,24-01-2022,14.8,8,23,,13,5.3000002,,1013.3,Matched (3)
8250,2022-01-24,UST 0002020,624,11.34,2022-01-24,24-01-2022,14.8,8,23,,13,5.3000002,,1013.3,Matched (3)
8251,2022-01-24,UST 0002021,NA,136.69,2022-01-24,24-01-2022,14.8,8,23,,13,5.3000002,,1013.3,Matched (3)
8252,2022-01-25,USS 0004903,192,2.03,2022-01-25,25-01-2022,16.5,9,24,,18,4.4000001,,1014,Matched (3)
8253,2022-01-25,USS 0004927,192,3.0699999,2022-01-25,25-01-2022,16.5,9,24,,18,4.4000001,,1014,Matched (3)
8254,2022-01-25,USS 0004949,192,.58999997,2022-01-25,25-01-2022,16.5,9,24,,18,4.4000001,,1014,Matched (3)
8255,2022-01-25,USS 0004966,192,1.95,2022-01-25,25-01-2022,16.5,9,24,,18,4.4000001,,1014,Matched (3)
8256,2022-01-25,USS 0005019,288,1.23,2022-01-25,25-01-2022,16.5,9,24,,18,4.4000001,,1014,Matched (3)
8257,2022-01-25,USS 0008953,288,2.03,2022-01-25,25-01-2022,16.5,9,24,,18,4.4000001,,1014,Matched (3)
8258,2022-01-25,USS 0008983,288,1.51,2022-01-25,25-01-2022,16.5,9,24,,18,4.4000001,,1014,Matched (3)
8259,2022-01-25,USS 0009044,288,4.3299999,2022-01-25,25-01-2022,16.5,9,24,,18,4.4000001,,1014,Matched (3)
8260,2022-01-25,USS 0009063,288,3.6099999,2022-01-25,25-01-2022,16.5,9,24,,18,4.4000001,,1014,Matched (3)
8261,2022-01-25,USS 0009067,288,1.09,2022-01-25,25-01-2022,16.5,9,24,,18,4.4000001,,1014,Matched (3)
8262,2022-01-25,USS 0009070,288,.25,2022-01-25,25-01-2022,16.5,9,24,,18,4.4000001,,1014,Matched (3)
8263,2022-01-25,USS 0009072,288,1.97,2022-01-25,25-01-2022,16.5,9,24,,18,4.4000001,,1014,Matched (3)
8264,2022-01-25,USS 0009073,288,2.4400001,2022-01-25,25-01-2022,16.5,9,24,,18,4.4000001,,1014,Matched (3)
8265,2022-01-25,USS 0009074,288,2.9000001,2022-01-25,25-01-2022,16.5,9,24,,18,4.4000001,,1014,Matched (3)
8266,2022-01-25,USS 0009075,288,2.45,2022-01-25,25-01-2022,16.5,9,24,,18,4.4000001,,1014,Matched (3)
8267,2022-01-25,USS 0009076,288,2.23,2022-01-25,25-01-2022,16.5,9,24,,18,4.4000001,,1014,Matched (3)
8268,2022-01-25,USS 0015695,288,3.1099999,2022-01-25,25-01-2022,16.5,9,24,,18,4.4000001,,1014,Matched (3)
8269,2022-01-25,USS 0017113,96,.54000002,2022-01-25,25-01-2022,16.5,9,24,,18,4.4000001,,1014,Matched (3)
8270,2022-01-25,USS 0017138,288,0,2022-01-25,25-01-2022,16.5,9,24,,18,4.4000001,,1014,Matched (3)
8271,2022-01-25,USS 0020686,96,.25999999,2022-01-25,25-01-2022,16.5,9,24,,18,4.4000001,,1014,Matched (3)
8272,2022-01-25,USS 0020707,384,7.9200001,2022-01-25,25-01-2022,16.5,9,24,,18,4.4000001,,1014,Matched (3)
8273,2022-01-25,UST 0000711,624,9.3599997,2022-01-25,25-01-2022,16.5,9,24,,18,4.4000001,,1014,Matched (3)
8274,2022-01-25,UST 0000712,624,11.28,2022-01-25,25-01-2022,16.5,9,24,,18,4.4000001,,1014,Matched (3)
8275,2022-01-25,UST 0000713,624,9.3699999,2022-01-25,25-01-2022,16.5,9,24,,18,4.4000001,,1014,Matched (3)
8276,2022-01-25,UST 0002019,624,12,2022-01-25,25-01-2022,16.5,9,24,,18,4.4000001,,1014,Matched (3)
8277,2022-01-25,UST 0002020,624,11.48,2022-01-25,25-01-2022,16.5,9,24,,18,4.4000001,,1014,Matched (3)
8278,2022-01-25,UST 0002021,NA,163.16,2022-01-25,25-01-2022,16.5,9,24,,18,4.4000001,,1014,Matched (3)
8279,2022-01-26,USS 0004903,192,2.01,2022-01-26,26-01-2022,16.799999,8.8000002,24.799999,,25,3.7,,1014.7,Matched (3)
8280,2022-01-26,USS 0004927,192,1.35,2022-01-26,26-01-2022,16.799999,8.8000002,24.799999,,25,3.7,,1014.7,Matched (3)
8281,2022-01-26,USS 0004949,192,.51999998,2022-01-26,26-01-2022,16.799999,8.8000002,24.799999,,25,3.7,,1014.7,Matched (3)
8282,2022-01-26,USS 0004966,192,2.01,2022-01-26,26-01-2022,16.799999,8.8000002,24.799999,,25,3.7,,1014.7,Matched (3)
8283,2022-01-26,USS 0005019,288,1.92,2022-01-26,26-01-2022,16.799999,8.8000002,24.799999,,25,3.7,,1014.7,Matched (3)
8284,2022-01-26,USS 0008953,288,2.3800001,2022-01-26,26-01-2022,16.799999,8.8000002,24.799999,,25,3.7,,1014.7,Matched (3)
8285,2022-01-26,USS 0008983,288,1.2,2022-01-26,26-01-2022,16.799999,8.8000002,24.799999,,25,3.7,,1014.7,Matched (3)
8286,2022-01-26,USS 0009044,288,3.22,2022-01-26,26-01-2022,16.799999,8.8000002,24.799999,,25,3.7,,1014.7,Matched (3)
8287,2022-01-26,USS 0009063,288,3.5799999,2022-01-26,26-01-2022,16.799999,8.8000002,24.799999,,25,3.7,,1014.7,Matched (3)
8288,2022-01-26,USS 0009067,288,1.92,2022-01-26,26-01-2022,16.799999,8.8000002,24.799999,,25,3.7,,1014.7,Matched (3)
8289,2022-01-26,USS 0009070,288,.30000001,2022-01-26,26-01-2022,16.799999,8.8000002,24.799999,,25,3.7,,1014.7,Matched (3)
8290,2022-01-26,USS 0009072,288,1.99,2022-01-26,26-01-2022,16.799999,8.8000002,24.799999,,25,3.7,,1014.7,Matched (3)
8291,2022-01-26,USS 0009073,288,2.45,2022-01-26,26-01-2022,16.799999,8.8000002,24.799999,,25,3.7,,1014.7,Matched (3)
8292,2022-01-26,USS 0009074,288,2.9200001,2022-01-26,26-01-2022,16.799999,8.8000002,24.799999,,25,3.7,,1014.7,Matched (3)
8293,2022-01-26,USS 0009075,288,2.45,2022-01-26,26-01-2022,16.799999,8.8000002,24.799999,,25,3.7,,1014.7,Matched (3)
8294,2022-01-26,USS 0009076,288,2.22,2022-01-26,26-01-2022,16.799999,8.8000002,24.799999,,25,3.7,,1014.7,Matched (3)
8295,2022-01-26,USS 0015695,288,3.04,2022-01-26,26-01-2022,16.799999,8.8000002,24.799999,,25,3.7,,1014.7,Matched (3)
8296,2022-01-26,USS 0017113,96,.67000002,2022-01-26,26-01-2022,16.799999,8.8000002,24.799999,,25,3.7,,1014.7,Matched (3)
8297,2022-01-26,USS 0017138,288,.02,2022-01-26,26-01-2022,16.799999,8.8000002,24.799999,,25,3.7,,1014.7,Matched (3)
8298,2022-01-26,USS 0020686,96,.25,2022-01-26,26-01-2022,16.799999,8.8000002,24.799999,,25,3.7,,1014.7,Matched (3)
8299,2022-01-26,USS 0020707,384,9.1499996,2022-01-26,26-01-2022,16.799999,8.8000002,24.799999,,25,3.7,,1014.7,Matched (3)
8300,2022-01-26,UST 0000711,624,9.3100004,2022-01-26,26-01-2022,16.799999,8.8000002,24.799999,,25,3.7,,1014.7,Matched (3)
8301,2022-01-26,UST 0000712,624,11.39,2022-01-26,26-01-2022,16.799999,8.8000002,24.799999,,25,3.7,,1014.7,Matched (3)
8302,2022-01-26,UST 0000713,624,9.5799999,2022-01-26,26-01-2022,16.799999,8.8000002,24.799999,,25,3.7,,1014.7,Matched (3)
8303,2022-01-26,UST 0002019,624,12.14,2022-01-26,26-01-2022,16.799999,8.8000002,24.799999,,25,3.7,,1014.7,Matched (3)
8304,2022-01-26,UST 0002020,624,11.59,2022-01-26,26-01-2022,16.799999,8.8000002,24.799999,,25,3.7,,1014.7,Matched (3)
8305,2022-01-26,UST 0002021,NA,160.07001,2022-01-26,26-01-2022,16.799999,8.8000002,24.799999,,25,3.7,,1014.7,Matched (3)
8306,2022-01-27,USS 0004903,192,2.28,2022-01-27,27-01-2022,17.1,11,24.6,,27,3.9000001,,1015.9,Matched (3)
8307,2022-01-27,USS 0004927,192,2.6800001,2022-01-27,27-01-2022,17.1,11,24.6,,27,3.9000001,,1015.9,Matched (3)
8308,2022-01-27,USS 0004949,192,1.11,2022-01-27,27-01-2022,17.1,11,24.6,,27,3.9000001,,1015.9,Matched (3)
8309,2022-01-27,USS 0004966,192,2.0599999,2022-01-27,27-01-2022,17.1,11,24.6,,27,3.9000001,,1015.9,Matched (3)
8310,2022-01-27,USS 0005019,288,1.3,2022-01-27,27-01-2022,17.1,11,24.6,,27,3.9000001,,1015.9,Matched (3)
8311,2022-01-27,USS 0008953,288,2.5599999,2022-01-27,27-01-2022,17.1,11,24.6,,27,3.9000001,,1015.9,Matched (3)
8312,2022-01-27,USS 0008983,288,.31,2022-01-27,27-01-2022,17.1,11,24.6,,27,3.9000001,,1015.9,Matched (3)
8313,2022-01-27,USS 0009044,288,3.48,2022-01-27,27-01-2022,17.1,11,24.6,,27,3.9000001,,1015.9,Matched (3)
8314,2022-01-27,USS 0009063,288,6.5100002,2022-01-27,27-01-2022,17.1,11,24.6,,27,3.9000001,,1015.9,Matched (3)
8315,2022-01-27,USS 0009067,288,1.13,2022-01-27,27-01-2022,17.1,11,24.6,,27,3.9000001,,1015.9,Matched (3)
8316,2022-01-27,USS 0009070,288,.20999999,2022-01-27,27-01-2022,17.1,11,24.6,,27,3.9000001,,1015.9,Matched (3)
8317,2022-01-27,USS 0009072,288,1.99,2022-01-27,27-01-2022,17.1,11,24.6,,27,3.9000001,,1015.9,Matched (3)
8318,2022-01-27,USS 0009073,288,2.45,2022-01-27,27-01-2022,17.1,11,24.6,,27,3.9000001,,1015.9,Matched (3)
8319,2022-01-27,USS 0009074,288,2.9100001,2022-01-27,27-01-2022,17.1,11,24.6,,27,3.9000001,,1015.9,Matched (3)
8320,2022-01-27,USS 0009075,288,2.45,2022-01-27,27-01-2022,17.1,11,24.6,,27,3.9000001,,1015.9,Matched (3)
8321,2022-01-27,USS 0009076,288,2.26,2022-01-27,27-01-2022,17.1,11,24.6,,27,3.9000001,,1015.9,Matched (3)
8322,2022-01-27,USS 0015695,288,3.03,2022-01-27,27-01-2022,17.1,11,24.6,,27,3.9000001,,1015.9,Matched (3)
8323,2022-01-27,USS 0017113,96,.63999999,2022-01-27,27-01-2022,17.1,11,24.6,,27,3.9000001,,1015.9,Matched (3)
8324,2022-01-27,USS 0017138,288,.050000001,2022-01-27,27-01-2022,17.1,11,24.6,,27,3.9000001,,1015.9,Matched (3)
8325,2022-01-27,USS 0020686,96,.22,2022-01-27,27-01-2022,17.1,11,24.6,,27,3.9000001,,1015.9,Matched (3)
8326,2022-01-27,USS 0020707,384,8.3599997,2022-01-27,27-01-2022,17.1,11,24.6,,27,3.9000001,,1015.9,Matched (3)
8327,2022-01-27,UST 0000711,624,9.3900003,2022-01-27,27-01-2022,17.1,11,24.6,,27,3.9000001,,1015.9,Matched (3)
8328,2022-01-27,UST 0000712,624,11.17,2022-01-27,27-01-2022,17.1,11,24.6,,27,3.9000001,,1015.9,Matched (3)
8329,2022-01-27,UST 0000713,624,9.3400002,2022-01-27,27-01-2022,17.1,11,24.6,,27,3.9000001,,1015.9,Matched (3)
8330,2022-01-27,UST 0002019,624,12.1,2022-01-27,27-01-2022,17.1,11,24.6,,27,3.9000001,,1015.9,Matched (3)
8331,2022-01-27,UST 0002020,624,11.49,2022-01-27,27-01-2022,17.1,11,24.6,,27,3.9000001,,1015.9,Matched (3)
8332,2022-01-27,UST 0002021,NA,148.53,2022-01-27,27-01-2022,17.1,11,24.6,,27,3.9000001,,1015.9,Matched (3)
8333,2022-01-28,USS 0004903,192,2.29,2022-01-28,28-01-2022,17.700001,11,26,,42,4.6999998,,1016.3,Matched (3)
8334,2022-01-28,USS 0004927,192,5.2199998,2022-01-28,28-01-2022,17.700001,11,26,,42,4.6999998,,1016.3,Matched (3)
8335,2022-01-28,USS 0004949,192,2.25,2022-01-28,28-01-2022,17.700001,11,26,,42,4.6999998,,1016.3,Matched (3)
8336,2022-01-28,USS 0004966,192,.51999998,2022-01-28,28-01-2022,17.700001,11,26,,42,4.6999998,,1016.3,Matched (3)
8337,2022-01-28,USS 0005019,288,1.0599999,2022-01-28,28-01-2022,17.700001,11,26,,42,4.6999998,,1016.3,Matched (3)
8338,2022-01-28,USS 0008953,288,2.47,2022-01-28,28-01-2022,17.700001,11,26,,42,4.6999998,,1016.3,Matched (3)
8339,2022-01-28,USS 0008983,288,.51999998,2022-01-28,28-01-2022,17.700001,11,26,,42,4.6999998,,1016.3,Matched (3)
8340,2022-01-28,USS 0009044,288,3.4400001,2022-01-28,28-01-2022,17.700001,11,26,,42,4.6999998,,1016.3,Matched (3)
8341,2022-01-28,USS 0009063,288,3.1600001,2022-01-28,28-01-2022,17.700001,11,26,,42,4.6999998,,1016.3,Matched (3)
8342,2022-01-28,USS 0009067,288,1.5,2022-01-28,28-01-2022,17.700001,11,26,,42,4.6999998,,1016.3,Matched (3)
8343,2022-01-28,USS 0009070,288,.23999999,2022-01-28,28-01-2022,17.700001,11,26,,42,4.6999998,,1016.3,Matched (3)
8344,2022-01-28,USS 0009072,288,1.98,2022-01-28,28-01-2022,17.700001,11,26,,42,4.6999998,,1016.3,Matched (3)
8345,2022-01-28,USS 0009073,288,2.4300001,2022-01-28,28-01-2022,17.700001,11,26,,42,4.6999998,,1016.3,Matched (3)
8346,2022-01-28,USS 0009074,288,2.9200001,2022-01-28,28-01-2022,17.700001,11,26,,42,4.6999998,,1016.3,Matched (3)
8347,2022-01-28,USS 0009075,288,2.4300001,2022-01-28,28-01-2022,17.700001,11,26,,42,4.6999998,,1016.3,Matched (3)
8348,2022-01-28,USS 0009076,288,2.25,2022-01-28,28-01-2022,17.700001,11,26,,42,4.6999998,,1016.3,Matched (3)
8349,2022-01-28,USS 0015695,288,3.02,2022-01-28,28-01-2022,17.700001,11,26,,42,4.6999998,,1016.3,Matched (3)
8350,2022-01-28,USS 0017113,96,.56,2022-01-28,28-01-2022,17.700001,11,26,,42,4.6999998,,1016.3,Matched (3)
8351,2022-01-28,USS 0017138,288,.050000001,2022-01-28,28-01-2022,17.700001,11,26,,42,4.6999998,,1016.3,Matched (3)
8352,2022-01-28,USS 0020686,96,.28,2022-01-28,28-01-2022,17.700001,11,26,,42,4.6999998,,1016.3,Matched (3)
8353,2022-01-28,USS 0020707,384,8.8400002,2022-01-28,28-01-2022,17.700001,11,26,,42,4.6999998,,1016.3,Matched (3)
8354,2022-01-28,UST 0000711,624,9.1999998,2022-01-28,28-01-2022,17.700001,11,26,,42,4.6999998,,1016.3,Matched (3)
8355,2022-01-28,UST 0000712,624,11.24,2022-01-28,28-01-2022,17.700001,11,26,,42,4.6999998,,1016.3,Matched (3)
8356,2022-01-28,UST 0000713,624,9.2600002,2022-01-28,28-01-2022,17.700001,11,26,,42,4.6999998,,1016.3,Matched (3)
8357,2022-01-28,UST 0002019,624,12.05,2022-01-28,28-01-2022,17.700001,11,26,,42,4.6999998,,1016.3,Matched (3)
8358,2022-01-28,UST 0002020,624,11.43,2022-01-28,28-01-2022,17.700001,11,26,,42,4.6999998,,1016.3,Matched (3)
8359,2022-01-28,UST 0002021,NA,141.27,2022-01-28,28-01-2022,17.700001,11,26,,42,4.6999998,,1016.3,Matched (3)
8360,2022-01-29,USS 0004903,192,1.73,2022-01-29,29-01-2022,18.9,10,29,,24,1.8,,1015.8,Matched (3)
8361,2022-01-29,USS 0004927,192,1.88,2022-01-29,29-01-2022,18.9,10,29,,24,1.8,,1015.8,Matched (3)
8362,2022-01-29,USS 0004949,192,4.3200002,2022-01-29,29-01-2022,18.9,10,29,,24,1.8,,1015.8,Matched (3)
8363,2022-01-29,USS 0004966,192,1.85,2022-01-29,29-01-2022,18.9,10,29,,24,1.8,,1015.8,Matched (3)
8364,2022-01-29,USS 0005019,288,.95999998,2022-01-29,29-01-2022,18.9,10,29,,24,1.8,,1015.8,Matched (3)
8365,2022-01-29,USS 0008953,288,1.97,2022-01-29,29-01-2022,18.9,10,29,,24,1.8,,1015.8,Matched (3)
8366,2022-01-29,USS 0008983,288,1.51,2022-01-29,29-01-2022,18.9,10,29,,24,1.8,,1015.8,Matched (3)
8367,2022-01-29,USS 0009044,288,4.0999999,2022-01-29,29-01-2022,18.9,10,29,,24,1.8,,1015.8,Matched (3)
8368,2022-01-29,USS 0009063,288,2.8599999,2022-01-29,29-01-2022,18.9,10,29,,24,1.8,,1015.8,Matched (3)
8369,2022-01-29,USS 0009067,288,1.5599999,2022-01-29,29-01-2022,18.9,10,29,,24,1.8,,1015.8,Matched (3)
8370,2022-01-29,USS 0009070,288,.23999999,2022-01-29,29-01-2022,18.9,10,29,,24,1.8,,1015.8,Matched (3)
8371,2022-01-29,USS 0009072,288,1.97,2022-01-29,29-01-2022,18.9,10,29,,24,1.8,,1015.8,Matched (3)
8372,2022-01-29,USS 0009073,288,2.4200001,2022-01-29,29-01-2022,18.9,10,29,,24,1.8,,1015.8,Matched (3)
8373,2022-01-29,USS 0009074,288,2.8800001,2022-01-29,29-01-2022,18.9,10,29,,24,1.8,,1015.8,Matched (3)
8374,2022-01-29,USS 0009075,288,2.4300001,2022-01-29,29-01-2022,18.9,10,29,,24,1.8,,1015.8,Matched (3)
8375,2022-01-29,USS 0009076,288,2.24,2022-01-29,29-01-2022,18.9,10,29,,24,1.8,,1015.8,Matched (3)
8376,2022-01-29,USS 0015695,288,3.04,2022-01-29,29-01-2022,18.9,10,29,,24,1.8,,1015.8,Matched (3)
8377,2022-01-29,USS 0017113,96,.5,2022-01-29,29-01-2022,18.9,10,29,,24,1.8,,1015.8,Matched (3)
8378,2022-01-29,USS 0017138,288,0,2022-01-29,29-01-2022,18.9,10,29,,24,1.8,,1015.8,Matched (3)
8379,2022-01-29,USS 0020686,96,.25,2022-01-29,29-01-2022,18.9,10,29,,24,1.8,,1015.8,Matched (3)
8380,2022-01-29,USS 0020707,384,9.0299997,2022-01-29,29-01-2022,18.9,10,29,,24,1.8,,1015.8,Matched (3)
8381,2022-01-29,UST 0000711,624,9.3900003,2022-01-29,29-01-2022,18.9,10,29,,24,1.8,,1015.8,Matched (3)
8382,2022-01-29,UST 0000712,624,11.17,2022-01-29,29-01-2022,18.9,10,29,,24,1.8,,1015.8,Matched (3)
8383,2022-01-29,UST 0000713,624,9.3699999,2022-01-29,29-01-2022,18.9,10,29,,24,1.8,,1015.8,Matched (3)
8384,2022-01-29,UST 0002019,624,11.93,2022-01-29,29-01-2022,18.9,10,29,,24,1.8,,1015.8,Matched (3)
8385,2022-01-29,UST 0002020,624,11.35,2022-01-29,29-01-2022,18.9,10,29,,24,1.8,,1015.8,Matched (3)
8386,2022-01-29,UST 0002021,NA,153.67999,2022-01-29,29-01-2022,18.9,10,29,,24,1.8,,1015.8,Matched (3)
8387,2022-01-30,USS 0004903,192,2.0799999,2022-01-30,30-01-2022,19.6,10.2,30.6,,349,1.4,,1013.3,Matched (3)
8388,2022-01-30,USS 0004927,192,1.22,2022-01-30,30-01-2022,19.6,10.2,30.6,,349,1.4,,1013.3,Matched (3)
8389,2022-01-30,USS 0004949,192,7.3000002,2022-01-30,30-01-2022,19.6,10.2,30.6,,349,1.4,,1013.3,Matched (3)
8390,2022-01-30,USS 0004966,192,2.03,2022-01-30,30-01-2022,19.6,10.2,30.6,,349,1.4,,1013.3,Matched (3)
8391,2022-01-30,USS 0005019,288,.99000001,2022-01-30,30-01-2022,19.6,10.2,30.6,,349,1.4,,1013.3,Matched (3)
8392,2022-01-30,USS 0008953,288,2.2,2022-01-30,30-01-2022,19.6,10.2,30.6,,349,1.4,,1013.3,Matched (3)
8393,2022-01-30,USS 0008983,288,1.37,2022-01-30,30-01-2022,19.6,10.2,30.6,,349,1.4,,1013.3,Matched (3)
8394,2022-01-30,USS 0009044,288,2.55,2022-01-30,30-01-2022,19.6,10.2,30.6,,349,1.4,,1013.3,Matched (3)
8395,2022-01-30,USS 0009063,288,4.3099999,2022-01-30,30-01-2022,19.6,10.2,30.6,,349,1.4,,1013.3,Matched (3)
8396,2022-01-30,USS 0009067,288,1.34,2022-01-30,30-01-2022,19.6,10.2,30.6,,349,1.4,,1013.3,Matched (3)
8397,2022-01-30,USS 0009070,288,.28,2022-01-30,30-01-2022,19.6,10.2,30.6,,349,1.4,,1013.3,Matched (3)
8398,2022-01-30,USS 0009072,288,2.1600001,2022-01-30,30-01-2022,19.6,10.2,30.6,,349,1.4,,1013.3,Matched (3)
8399,2022-01-30,USS 0009073,288,2.47,2022-01-30,30-01-2022,19.6,10.2,30.6,,349,1.4,,1013.3,Matched (3)
8400,2022-01-30,USS 0009074,288,2.8499999,2022-01-30,30-01-2022,19.6,10.2,30.6,,349,1.4,,1013.3,Matched (3)
8401,2022-01-30,USS 0009075,288,2.4300001,2022-01-30,30-01-2022,19.6,10.2,30.6,,349,1.4,,1013.3,Matched (3)
8402,2022-01-30,USS 0009076,288,2.1900001,2022-01-30,30-01-2022,19.6,10.2,30.6,,349,1.4,,1013.3,Matched (3)
8403,2022-01-30,USS 0015695,288,3.04,2022-01-30,30-01-2022,19.6,10.2,30.6,,349,1.4,,1013.3,Matched (3)
8404,2022-01-30,USS 0017113,96,.02,2022-01-30,30-01-2022,19.6,10.2,30.6,,349,1.4,,1013.3,Matched (3)
8405,2022-01-30,USS 0017138,288,.079999998,2022-01-30,30-01-2022,19.6,10.2,30.6,,349,1.4,,1013.3,Matched (3)
8406,2022-01-30,USS 0020686,96,.19,2022-01-30,30-01-2022,19.6,10.2,30.6,,349,1.4,,1013.3,Matched (3)
8407,2022-01-30,USS 0020707,384,9.5900002,2022-01-30,30-01-2022,19.6,10.2,30.6,,349,1.4,,1013.3,Matched (3)
8408,2022-01-30,UST 0000711,624,9.4499998,2022-01-30,30-01-2022,19.6,10.2,30.6,,349,1.4,,1013.3,Matched (3)
8409,2022-01-30,UST 0000712,624,11.56,2022-01-30,30-01-2022,19.6,10.2,30.6,,349,1.4,,1013.3,Matched (3)
8410,2022-01-30,UST 0000713,624,9.3900003,2022-01-30,30-01-2022,19.6,10.2,30.6,,349,1.4,,1013.3,Matched (3)
8411,2022-01-30,UST 0002019,624,12.11,2022-01-30,30-01-2022,19.6,10.2,30.6,,349,1.4,,1013.3,Matched (3)
8412,2022-01-30,UST 0002020,624,11.52,2022-01-30,30-01-2022,19.6,10.2,30.6,,349,1.4,,1013.3,Matched (3)
8413,2022-01-30,UST 0002021,NA,151.24001,2022-01-30,30-01-2022,19.6,10.2,30.6,,349,1.4,,1013.3,Matched (3)
8414,2022-01-31,USS 0004903,192,2.4200001,2022-01-31,31-01-2022,20.299999,11.6,29.6,,330,2.5999999,,1012,Matched (3)
8415,2022-01-31,USS 0004927,192,1.28,2022-01-31,31-01-2022,20.299999,11.6,29.6,,330,2.5999999,,1012,Matched (3)
8416,2022-01-31,USS 0004949,192,2.78,2022-01-31,31-01-2022,20.299999,11.6,29.6,,330,2.5999999,,1012,Matched (3)
8417,2022-01-31,USS 0004966,192,1.98,2022-01-31,31-01-2022,20.299999,11.6,29.6,,330,2.5999999,,1012,Matched (3)
